Channel1,Channel2,Weight
dda,hawttoys,1
dda,geeksandgamersplay,1
dda,pourchoices_,1
dda,NerdroticDaily,1
TheCriglerShow,NormalWorld,1
TheCriglerShow,PierryChan,1
TheCriglerShow,Nerdrotic:3,1
TheCriglerShow,geeksandgamerslife,1
TheCriglerShow,hawttoys,1
TheCriglerShow,geeksandgamersplay,1
TheCriglerShow,pourchoices_,1
TheCriglerShow,NerdroticDaily,1
darthgimbo,nerdrotic,1
darthgimbo,NerdroticLive,1
darthgimbo,QTRBlackGarrett,1
darthgimbo,NerdroticDaily,1
darthgimbo,PierryChan,1
CallMeChato,QTRBlackGarrett,1
CallMeChato,PierryChan,1
hvbgaming,bennyjohnson,1
geeksandgamers2,bennyjohnson,1
NormalWorld,bennyjohnson,1
geeksandgamers2,TheCriticalDrinker,1
NerdroticLive,laurenchen,1
rkoutpostshorts8795,laurenchen,1
hvbgaming,laurenchen,1
ComixDivision,laurenchen,1
laurenchen,geeksandgamers2,1
laurenchen,rkoutpostgaming8112,1
laurenchen,GeeksandGamersTabletop,1
laurenchen,TheOMBReport,1
laurenchen,rkoutpostlive8385,1
laurenchen,XrayGirl_,1
laurenchen,PierryChan,1
laurenchen,Nerdrotic:3,1
laurenchen,geeksandgamerslife,1
laurenchen,hawttoys,1
laurenchen,geeksandgamersplay,1
laurenchen,pourchoices_,1
laurenchen,NerdroticDaily,1
ChrissieMayr,ThinkBeforeYouSleepYT,1
DDayCobra,ThinkBeforeYouSleepYT,1
nerdrotic,ThinkBeforeYouSleepYT,1
NerdroticLive,ThinkBeforeYouSleepYT,1
GeeksandGamers,ThinkBeforeYouSleepYT,1
rkoutpostshorts8795,ThinkBeforeYouSleepYT,1
ThinkBeforeYouSleepYT,hvbgaming,1
ThinkBeforeYouSleepYT,ComixDivision,1
ThinkBeforeYouSleepYT,HeelvsBabyface,1
ThinkBeforeYouSleepYT,geeksandgamers2,1
ThinkBeforeYouSleepYT,rkoutpostgaming8112,1
ThinkBeforeYouSleepYT,GeeksandGamersTabletop,1
ThinkBeforeYouSleepYT,TheOMBReport,1
ThinkBeforeYouSleepYT,OMBReviews,1
ThinkBeforeYouSleepYT,shadiversity,1
ThinkBeforeYouSleepYT,ryankinel-rkoutpost1,1
ThinkBeforeYouSleepYT,QTRBlackGarrett,1
ThinkBeforeYouSleepYT,ParkHoppin,1
ThinkBeforeYouSleepYT,rkoutpostlive8385,1
ThinkBeforeYouSleepYT,XrayGirl_,1
ThinkBeforeYouSleepYT,NormalWorld,1
ThinkBeforeYouSleepYT,PierryChan,1
ThinkBeforeYouSleepYT,Nerdrotic:3,1
ThinkBeforeYouSleepYT,geeksandgamerslife,1
ThinkBeforeYouSleepYT,hawttoys,1
ThinkBeforeYouSleepYT,geeksandgamersplay,1
ThinkBeforeYouSleepYT,pourchoices_,1
ThinkBeforeYouSleepYT,NerdroticDaily,1
ChrissieMayr,JosiahRises,1
DDayCobra,JosiahRises,1
NerdroticLive,JosiahRises,1
rkoutpostshorts8795,JosiahRises,1
hvbgaming,JosiahRises,1
ComixDivision,JosiahRises,1
geeksandgamers2,JosiahRises,1
rkoutpostgaming8112,JosiahRises,1
GeeksandGamersTabletop,JosiahRises,1
TheOMBReport,JosiahRises,1
OMBReviews,JosiahRises,1
QTRBlackGarrett,JosiahRises,1
ParkHoppin,JosiahRises,1
rkoutpostlive8385,JosiahRises,1
XrayGirl_,JosiahRises,1
PierryChan,JosiahRises,1
Nerdrotic:3,JosiahRises,1
JosiahRises,geeksandgamerslife,1
JosiahRises,hawttoys,1
JosiahRises,geeksandgamersplay,1
JosiahRises,pourchoices_,1
JosiahRises,NerdroticDaily,1
geeksandgamers2,MelonieMacGoBoom,1
JarJarAbrams,nerdrotic,1
JarJarAbrams,NerdroticLive,1
JarJarAbrams,QTRBlackGarrett,1
JarJarAbrams,NerdroticDaily,1
ChrissieMayr,BaggageClaim,1
DDayCobra,BaggageClaim,1
nerdrotic,BaggageClaim,1
NerdroticLive,BaggageClaim,1
GeeksandGamers,BaggageClaim,1
rkoutpostshorts8795,BaggageClaim,1
hvbgaming,BaggageClaim,1
BaggageClaim,ComixDivision,1
BaggageClaim,HeelvsBabyface,1
BaggageClaim,geeksandgamers2,1
BaggageClaim,rkoutpostgaming8112,1
BaggageClaim,GeeksandGamersTabletop,1
BaggageClaim,TheOMBReport,1
BaggageClaim,OMBReviews,1
BaggageClaim,shadiversity,1
BaggageClaim,ryankinel-rkoutpost1,1
BaggageClaim,QTRBlackGarrett,1
BaggageClaim,ParkHoppin,1
BaggageClaim,rkoutpostlive8385,1
BaggageClaim,XrayGirl_,1
BaggageClaim,NormalWorld,1
BaggageClaim,PierryChan,1
BaggageClaim,Nerdrotic:3,1
BaggageClaim,geeksandgamerslife,1
BaggageClaim,hawttoys,1
BaggageClaim,geeksandgamersplay,1
BaggageClaim,pourchoices_,1
BaggageClaim,NerdroticDaily,1
NerdroticLive,ItsAGundam,1
rkoutpostshorts8795,ItsAGundam,1
hvbgaming,ItsAGundam,1
geeksandgamers2,ItsAGundam,1
rkoutpostgaming8112,ItsAGundam,1
GeeksandGamersTabletop,ItsAGundam,1
TheOMBReport,ItsAGundam,1
shadiversity,ItsAGundam,1
ParkHoppin,ItsAGundam,1
rkoutpostlive8385,ItsAGundam,1
PierryChan,ItsAGundam,1
Nerdrotic:3,ItsAGundam,1
geeksandgamerslife,ItsAGundam,1
hawttoys,ItsAGundam,1
geeksandgamersplay,ItsAGundam,1
ItsAGundam,NerdroticDaily,1
ChrissieMayr,LiteratureDevil,1
LiteratureDevil,DDayCobra,1
LiteratureDevil,nerdrotic,1
LiteratureDevil,GeeksandGamers,1
LiteratureDevil,NerdroticLive,1
LiteratureDevil,rkoutpostshorts8795,1
LiteratureDevil,MauLerYT,1
LiteratureDevil,hvbgaming,1
LiteratureDevil,ComixDivision,1
LiteratureDevil,HeelvsBabyface,1
LiteratureDevil,geeksandgamers2,1
LiteratureDevil,rkoutpostgaming8112,1
LiteratureDevil,GeeksandGamersTabletop,1
LiteratureDevil,TheOMBReport,1
LiteratureDevil,OMBReviews,1
LiteratureDevil,shadiversity,1
LiteratureDevil,ryankinel-rkoutpost1,1
LiteratureDevil,QTRBlackGarrett,1
LiteratureDevil,ParkHoppin,1
LiteratureDevil,rkoutpostlive8385,1
LiteratureDevil,XrayGirl_,1
LiteratureDevil,NormalWorld,1
LiteratureDevil,PierryChan,1
LiteratureDevil,Nerdrotic:3,1
LiteratureDevil,geeksandgamerslife,1
LiteratureDevil,hawttoys,1
LiteratureDevil,geeksandgamersplay,1
LiteratureDevil,pourchoices_,1
LiteratureDevil,NerdroticDaily,1
youngrippa59,rkoutpostshorts8795,1
youngrippa59,hvbgaming,1
youngrippa59,rkoutpostgaming8112,1
youngrippa59,GeeksandGamersTabletop,1
youngrippa59,TheOMBReport,1
youngrippa59,rkoutpostlive8385,1
youngrippa59,XrayGirl_,1
youngrippa59,PierryChan,1
youngrippa59,Nerdrotic:3,1
youngrippa59,geeksandgamerslife,1
youngrippa59,hawttoys,1
youngrippa59,geeksandgamersplay,1
ChrissieMayr,rkoutpostlive1472,1
DDayCobra,rkoutpostlive1472,1
nerdrotic,rkoutpostlive1472,1
NerdroticLive,rkoutpostlive1472,1
GeeksandGamers,rkoutpostlive1472,1
rkoutpostshorts8795,rkoutpostlive1472,1
hvbgaming,rkoutpostlive1472,1
ComixDivision,rkoutpostlive1472,1
HeelvsBabyface,rkoutpostlive1472,1
rkoutpostgaming8112,rkoutpostlive1472,1
GeeksandGamersTabletop,rkoutpostlive1472,1
rkoutpostlive1472,TheOMBReport,1
rkoutpostlive1472,OMBReviews,1
rkoutpostlive1472,pourchoices_,1
rkoutpostlive1472,shadiversity,1
rkoutpostlive1472,ryankinel-rkoutpost1,1
rkoutpostlive1472,QTRBlackGarrett,1
rkoutpostlive1472,ParkHoppin,1
rkoutpostlive1472,rkoutpostlive8385,1
rkoutpostlive1472,XrayGirl_,1
rkoutpostlive1472,NormalWorld,1
rkoutpostlive1472,PierryChan,1
rkoutpostlive1472,Nerdrotic:3,1
rkoutpostlive1472,geeksandgamerslife,1
rkoutpostlive1472,hawttoys,1
rkoutpostlive1472,geeksandgamersplay,1
rkoutpostlive1472,TheCriticalDrinker,1
rkoutpostlive1472,NerdroticDaily,1
patriotoutpost248,CallMeChato,1
nerdrotic,MidnightsEdgeAfterDark,1
NerdroticLive,MidnightsEdgeAfterDark,1
NerdroticLive,MidnightsEdge,1
MidnightsEdgeAfterDark,QTRBlackGarrett,1
MidnightsEdgeAfterDark,MidnightsEdge,1
MidnightsEdgeAfterDark,NerdroticDaily,1
MidnightsEdge,NerdroticDaily,1
ChrissieMayr,Dixonverse,1
DDayCobra,Dixonverse,1
NerdroticLive,Dixonverse,1
rkoutpostshorts8795,Dixonverse,1
NolanverseCC,hvbgaming,1
NolanverseCC,ComixDivision,1
NolanverseCC,HeelvsBabyface,1
NolanverseCC,rkoutpostgaming8112,1
NolanverseCC,GeeksandGamersTabletop,1
NolanverseCC,TheOMBReport,1
NolanverseCC,OMBReviews,1
NolanverseCC,shadiversity,1
NolanverseCC,ryankinel-rkoutpost1,1
NolanverseCC,QTRBlackGarrett,1
NolanverseCC,ParkHoppin,1
NolanverseCC,rkoutpostlive8385,1
NolanverseCC,NormalWorld,1
NolanverseCC,PierryChan,1
NolanverseCC,Nerdrotic:3,1
NolanverseCC,geeksandgamerslife,1
NolanverseCC,patriotoutpost248,1
Dixonverse,hvbgaming,1
Dixonverse,ComixDivision,1
Dixonverse,rkoutpostgaming8112,1
Dixonverse,GeeksandGamersTabletop,1
Dixonverse,TheOMBReport,1
Dixonverse,OMBReviews,1
Dixonverse,shadiversity,1
Dixonverse,QTRBlackGarrett,1
Dixonverse,ParkHoppin,1
Dixonverse,rkoutpostlive8385,1
Dixonverse,XrayGirl_,1
Dixonverse,NormalWorld,1
Dixonverse,PierryChan,1
Dixonverse,Nerdrotic:3,1
Dixonverse,geeksandgamerslife,1
Dixonverse,patriotoutpost248,1
Dixonverse,hawttoys,1
Dixonverse,geeksandgamersplay,1
Dixonverse,pourchoices_,1
Dixonverse,NerdroticDaily,1
ChrissieMayr,JLongbone,1
DDayCobra,JLongbone,1
GeeksandGamers,JLongbone,1
NerdroticLive,JLongbone,1
rkoutpostshorts8795,JLongbone,1
ComixDivision,JLongbone,1
HeelvsBabyface,JLongbone,1
rkoutpostgaming8112,JLongbone,1
GeeksandGamersTabletop,JLongbone,1
TheOMBReport,JLongbone,1
OMBReviews,JLongbone,1
shadiversity,JLongbone,1
ryankinel-rkoutpost1,JLongbone,1
QTRBlackGarrett,JLongbone,1
ParkHoppin,JLongbone,1
rkoutpostlive8385,JLongbone,1
XrayGirl_,JLongbone,1
NormalWorld,JLongbone,1
JLongbone,PierryChan,1
JLongbone,Nerdrotic:3,1
JLongbone,geeksandgamerslife,1
JLongbone,patriotoutpost248,1
JLongbone,hawttoys,1
JLongbone,geeksandgamersplay,1
JLongbone,pourchoices_,1
JLongbone,NerdroticDaily,1
ChrissieMayr,CAMELOT331,1
CAMELOT331,DDayCobra,1
CAMELOT331,nerdrotic,1
CAMELOT331,GeeksandGamers,1
CAMELOT331,NerdroticLive,1
CAMELOT331,rkoutpostshorts8795,1
CAMELOT331,ComixDivision,1
CAMELOT331,HeelvsBabyface,1
CAMELOT331,FilmThreat,1
CAMELOT331,rkoutpostgaming8112,1
CAMELOT331,GeeksandGamersTabletop,1
CAMELOT331,TheOMBReport,1
CAMELOT331,OMBReviews,1
CAMELOT331,shadiversity,1
CAMELOT331,ryankinel-rkoutpost1,1
CAMELOT331,QTRBlackGarrett,1
CAMELOT331,ParkHoppin,1
CAMELOT331,rkoutpostlive8385,1
CAMELOT331,NormalWorld,1
CAMELOT331,PierryChan,1
CAMELOT331,Nerdrotic:3,1
CAMELOT331,geeksandgamerslife,1
CAMELOT331,patriotoutpost248,1
CAMELOT331,hawttoys,1
CAMELOT331,geeksandgamersplay,1
CAMELOT331,pourchoices_,1
CAMELOT331,NerdroticDaily,1
hawttoys,FilmThreat,1
FilmThreat,EveryFrameAPause,1
rkoutpostshorts8795,TheRageaholic,1
TheRageaholic,rkoutpostgaming8112,1
TheRageaholic,GeeksandGamersTabletop,1
TheRageaholic,TheOMBReport,1
TheRageaholic,rkoutpostlive8385,1
TheRageaholic,XrayGirl_,1
TheRageaholic,Nerdrotic:3,1
TheRageaholic,geeksandgamerslife,1
TheRageaholic,patriotoutpost248,1
TheRageaholic,hawttoys,1
TheRageaholic,geeksandgamersplay,1
TheRageaholic,pourchoices_,1
NerdroticLive,Drunk3PO,1
rkoutpostshorts8795,Drunk3PO,1
Drunk3PO,rkoutpostgaming8112,1
Drunk3PO,GeeksandGamersTabletop,1
Drunk3PO,TheOMBReport,1
Drunk3PO,rkoutpostlive8385,1
Drunk3PO,XrayGirl_,1
Drunk3PO,PierryChan,1
Drunk3PO,Nerdrotic:3,1
Drunk3PO,geeksandgamerslife,1
Drunk3PO,patriotoutpost248,1
Drunk3PO,hawttoys,1
Drunk3PO,geeksandgamersplay,1
Drunk3PO,pourchoices_,1
Drunk3PO,NerdroticDaily,1
NerdroticDaily,Nerdrotic:3,1
EveryFrameAPause,Nerdrotic:3,1
ChrissieMayr,AydinPaladin,1
DDayCobra,AydinPaladin,1
nerdrotic,AydinPaladin,1
NerdroticLive,AydinPaladin,1
GeeksandGamers,AydinPaladin,1
rkoutpostshorts8795,AydinPaladin,1
ComixDivision,AydinPaladin,1
HeelvsBabyface,AydinPaladin,1
rkoutpostgaming8112,AydinPaladin,1
GeeksandGamersTabletop,AydinPaladin,1
TheOMBReport,AydinPaladin,1
AydinPaladin,OMBReviews,1
AydinPaladin,shadiversity,1
AydinPaladin,ryankinel-rkoutpost1,1
AydinPaladin,QTRBlackGarrett,1
AydinPaladin,ParkHoppin,1
AydinPaladin,rkoutpostlive8385,1
AydinPaladin,XrayGirl_,1
AydinPaladin,PierryChan,1
AydinPaladin,Nerdrotic:3,1
AydinPaladin,geeksandgamerslife,1
AydinPaladin,patriotoutpost248,1
AydinPaladin,hawttoys,1
AydinPaladin,geeksandgamersplay,1
AydinPaladin,pourchoices_,1
AydinPaladin,NerdroticDaily,1
hawttoys,NolanverseCC,1
hawttoys,Dixonverse,1
NolanverseCC,EveryFrameAPause,1
EveryFrameAPause,Dixonverse,1
MauLerYT,Dixonverse,1
XrayGirl_,Dixonverse,1
pourchoices_,Dixonverse,1
bennyjohnson,patriotoutpost248,1
shadiversity,LadyGravemaster,1
shadiversity,NerdroticLive,1
shadiversity,MauLerYT,1
hawttoys,YellowFlashProductions,1
EveryFrameAPause,YellowFlashProductions,1
MauLerYT,YellowFlashProductions,1
XrayGirl_,YellowFlashProductions,1
pourchoices_,YellowFlashProductions,1
disparutoo,patriotoutpost248,1
RealTime,nerdrotic,1
RealTime,NerdroticLive,1
RealTime,TheRageaholic,1
RealTime,NerdroticDaily,1
RealTime,PierryChan,1
TheAmalaEkpunobi,ChrissieMayr,1
TheAmalaEkpunobi,DDayCobra,1
TheAmalaEkpunobi,nerdrotic,1
TheAmalaEkpunobi,NerdroticLive,1
TheAmalaEkpunobi,GeeksandGamers,1
TheAmalaEkpunobi,rkoutpostshorts8795,1
TheAmalaEkpunobi,ComixDivision,1
TheAmalaEkpunobi,HeelvsBabyface,1
TheAmalaEkpunobi,rkoutpostgaming8112,1
TheAmalaEkpunobi,GeeksandGamersTabletop,1
TheAmalaEkpunobi,TheOMBReport,1
TheAmalaEkpunobi,OMBReviews,1
TheAmalaEkpunobi,shadiversity,1
TheAmalaEkpunobi,ryankinel-rkoutpost1,1
TheAmalaEkpunobi,QTRBlackGarrett,1
TheAmalaEkpunobi,ParkHoppin,1
TheAmalaEkpunobi,rkoutpostlive8385,1
TheAmalaEkpunobi,XrayGirl_,1
TheAmalaEkpunobi,PierryChan,1
TheAmalaEkpunobi,Nerdrotic:3,1
TheAmalaEkpunobi,geeksandgamerslife,1
TheAmalaEkpunobi,patriotoutpost248,1
TheAmalaEkpunobi,BrittanyVenti,1
TheAmalaEkpunobi,hawttoys,1
TheAmalaEkpunobi,geeksandgamersplay,1
TheAmalaEkpunobi,pourchoices_,1
TheAmalaEkpunobi,NerdroticDaily,1
ChrissieMayr,BrittanyVenti,1
DDayCobra,BrittanyVenti,1
NerdroticLive,BrittanyVenti,1
GeeksandGamers,BrittanyVenti,1
rkoutpostshorts8795,BrittanyVenti,1
ComixDivision,BrittanyVenti,1
HeelvsBabyface,BrittanyVenti,1
rkoutpostgaming8112,BrittanyVenti,1
GeeksandGamersTabletop,BrittanyVenti,1
TheOMBReport,BrittanyVenti,1
OMBReviews,BrittanyVenti,1
shadiversity,BrittanyVenti,1
ryankinel-rkoutpost1,BrittanyVenti,1
QTRBlackGarrett,BrittanyVenti,1
ParkHoppin,BrittanyVenti,1
rkoutpostlive8385,BrittanyVenti,1
PierryChan,BrittanyVenti,1
Nerdrotic:3,BrittanyVenti,1
geeksandgamerslife,BrittanyVenti,1
patriotoutpost248,BrittanyVenti,1
BrittanyVenti,hawttoys,1
BrittanyVenti,geeksandgamersplay,1
BrittanyVenti,pourchoices_,1
BrittanyVenti,NerdroticDaily,1
MelonieMacGoBoom,patriotoutpost248,1
pourchoices_,patriotoutpost248,1
patriotoutpost248,TheCriticalDrinker,1
ChrissieMayr,YellowFlashProductions,1
NerdroticLive,YellowFlashProductions,1
rkoutpostshorts8795,YellowFlashProductions,1
YellowFlashProductions,rkoutpostgaming8112,1
YellowFlashProductions,GeeksandGamersTabletop,1
YellowFlashProductions,TheOMBReport,1
YellowFlashProductions,shadiversity,1
YellowFlashProductions,ParkHoppin,1
YellowFlashProductions,rkoutpostlive8385,1
YellowFlashProductions,XrayGirl_,1
YellowFlashProductions,PierryChan,1
YellowFlashProductions,Nerdrotic:3,1
YellowFlashProductions,geeksandgamerslife,1
YellowFlashProductions,patriotoutpost248,1
YellowFlashProductions,hawttoys,1
YellowFlashProductions,geeksandgamersplay,1
YellowFlashProductions,pourchoices_,1
YellowFlashProductions,NerdroticDaily,1
ChrissieMayr,CliftonADuncan,1
NerdroticLive,CliftonADuncan,1
rkoutpostshorts8795,CliftonADuncan,1
ComixDivision,CliftonADuncan,1
rkoutpostgaming8112,CliftonADuncan,1
GeeksandGamersTabletop,CliftonADuncan,1
TheOMBReport,CliftonADuncan,1
DrewHernandezMedia,CliftonADuncan,1
QTRBlackGarrett,CliftonADuncan,1
ParkHoppin,CliftonADuncan,1
rkoutpostlive8385,CliftonADuncan,1
XrayGirl_,CliftonADuncan,1
PierryChan,CliftonADuncan,1
Nerdrotic:3,CliftonADuncan,1
geeksandgamerslife,CliftonADuncan,1
CliftonADuncan,patriotoutpost248,1
CliftonADuncan,hawttoys,1
CliftonADuncan,geeksandgamersplay,1
CliftonADuncan,pourchoices_,1
CliftonADuncan,NerdroticDaily,1
NinaInfinity,HeelvsBabyface,1
NinaInfinity,nerdrotic,1
NinaInfinity,EveryFrameAPause,1
NinaInfinity,MauLerYT,1
ChrissieMayr,DaveLandauComedian,1
DDayCobra,DaveLandauComedian,1
nerdrotic,DaveLandauComedian,1
GeeksandGamers,DaveLandauComedian,1
NerdroticLive,DaveLandauComedian,1
rkoutpostshorts8795,DaveLandauComedian,1
ComixDivision,DaveLandauComedian,1
HeelvsBabyface,DaveLandauComedian,1
rkoutpostgaming8112,DaveLandauComedian,1
GeeksandGamersTabletop,DaveLandauComedian,1
TheOMBReport,DaveLandauComedian,1
OMBReviews,DaveLandauComedian,1
DaveLandauComedian,ryankinel-rkoutpost1,1
DaveLandauComedian,ParkHoppin,1
DaveLandauComedian,rkoutpostlive8385,1
DaveLandauComedian,XrayGirl_,1
DaveLandauComedian,PierryChan,1
DaveLandauComedian,Nerdrotic:3,1
DaveLandauComedian,geeksandgamerslife,1
DaveLandauComedian,patriotoutpost248,1
DaveLandauComedian,hawttoys,1
DaveLandauComedian,geeksandgamersplay,1
DaveLandauComedian,pourchoices_,1
DaveLandauComedian,NerdroticDaily,1
VivaLaDirtLeague,PewDiePie,1
VivaLaDirtLeague,EveryFrameAPause,1
VivaLaDirtLeague,RomanianTvee,1
VivaLaDirtLeague,Solidjj,1
VivaLaDirtLeague,FilmThreat,1
VivaLaDirtLeague,shadiversity,1
VivaLaDirtLeague,NinaInfinity,1
VivaLaDirtLeague,MelonieMacGoBoom,1
VivaLaDirtLeague,MidnightsEdge,1
VivaLaDirtLeague,CountDankula,1
VivaLaDirtLeague,NormalWorld,1
VivaLaDirtLeague,JosiahRises,1
VivaLaDirtLeague,CliftonADuncan,1
VivaLaDirtLeague,CallMeChato,1
VivaLaDirtLeague,StevenCrowder,1
ItsAGundam,PewDiePie,1
ItsAGundam,EveryFrameAPause,1
ItsAGundam,RomanianTvee,1
ItsAGundam,Solidjj,1
ItsAGundam,NinaInfinity,1
ItsAGundam,JosiahRises,1
ItsAGundam,CallMeChato,1
ThePodcastoftheLotusEaters,PewDiePie,1
ThePodcastoftheLotusEaters,EveryFrameAPause,1
ThePodcastoftheLotusEaters,RomanianTvee,1
ThePodcastoftheLotusEaters,Solidjj,1
ThePodcastoftheLotusEaters,NinaInfinity,1
ThePodcastoftheLotusEaters,JosiahRises,1
PewDiePie,nerdrotic,1
PewDiePie,GeeksandGamers,1
PewDiePie,EveryFrameAPause,1
PewDiePie,TheRageaholic,1
PewDiePie,Drunk3PO,1
PewDiePie,HeelvsBabyface,1
PewDiePie,RomanianTvee,1
PewDiePie,Solidjj,1
PewDiePie,FilmThreat,1
PewDiePie,shadiversity,1
PewDiePie,ryankinel-rkoutpost1,1
PewDiePie,NinaInfinity,1
PewDiePie,disparutoo,1
PewDiePie,MelonieMacGoBoom,1
PewDiePie,MidnightsEdge,1
PewDiePie,CountDankula,1
PewDiePie,NormalWorld,1
PewDiePie,ClownfishTV,1
PewDiePie,JosiahRises,1
PewDiePie,CliftonADuncan,1
PewDiePie,RedLetterMedia,1
PewDiePie,CallMeChato,1
PewDiePie,ChrissieMayr,1
PewDiePie,TheCriticalDrinker,1
PewDiePie,StevenCrowder,1
nerdrotic,RomanianTvee,1
nerdrotic,Solidjj,1
nerdrotic,NinaInfinity,1
GeeksandGamers,EveryFrameAPause,1
GeeksandGamers,RomanianTvee,1
GeeksandGamers,Solidjj,1
GeeksandGamers,NinaInfinity,1
EveryFrameAPause,TheRageaholic,1
EveryFrameAPause,Drunk3PO,1
EveryFrameAPause,HeelvsBabyface,1
EveryFrameAPause,RomanianTvee,1
EveryFrameAPause,Solidjj,1
EveryFrameAPause,FilmThreat,1
EveryFrameAPause,shadiversity,1
EveryFrameAPause,ryankinel-rkoutpost1,1
EveryFrameAPause,NinaInfinity,1
EveryFrameAPause,disparutoo,1
EveryFrameAPause,MelonieMacGoBoom,1
EveryFrameAPause,MidnightsEdge,1
EveryFrameAPause,CountDankula,1
EveryFrameAPause,NormalWorld,1
EveryFrameAPause,ClownfishTV,1
EveryFrameAPause,JosiahRises,1
EveryFrameAPause,CliftonADuncan,1
EveryFrameAPause,RedLetterMedia,1
EveryFrameAPause,CallMeChato,1
EveryFrameAPause,ChrissieMayr,1
EveryFrameAPause,TheCriticalDrinker,1
EveryFrameAPause,StevenCrowder,1
TheRageaholic,RomanianTvee,1
TheRageaholic,Solidjj,1
TheRageaholic,NinaInfinity,1
TheRageaholic,JosiahRises,1
Drunk3PO,RomanianTvee,1
Drunk3PO,Solidjj,1
Drunk3PO,NinaInfinity,1
HeelvsBabyface,RomanianTvee,1
HeelvsBabyface,Solidjj,1
RomanianTvee,Solidjj,1
RomanianTvee,FilmThreat,1
RomanianTvee,shadiversity,1
RomanianTvee,ryankinel-rkoutpost1,1
RomanianTvee,NinaInfinity,1
RomanianTvee,disparutoo,1
RomanianTvee,MelonieMacGoBoom,1
RomanianTvee,MidnightsEdge,1
RomanianTvee,CountDankula,1
RomanianTvee,NormalWorld,1
RomanianTvee,ClownfishTV,1
RomanianTvee,JosiahRises,1
RomanianTvee,CliftonADuncan,1
RomanianTvee,RedLetterMedia,1
RomanianTvee,CallMeChato,1
RomanianTvee,ChrissieMayr,1
RomanianTvee,TheCriticalDrinker,1
RomanianTvee,StevenCrowder,1
Solidjj,FilmThreat,1
Solidjj,shadiversity,1
Solidjj,ryankinel-rkoutpost1,1
Solidjj,NinaInfinity,1
Solidjj,disparutoo,1
Solidjj,MelonieMacGoBoom,1
Solidjj,MidnightsEdge,1
Solidjj,CountDankula,1
Solidjj,NormalWorld,1
Solidjj,ClownfishTV,1
Solidjj,JosiahRises,1
Solidjj,CliftonADuncan,1
Solidjj,RedLetterMedia,1
Solidjj,CallMeChato,1
Solidjj,ChrissieMayr,1
Solidjj,TheCriticalDrinker,1
Solidjj,StevenCrowder,1
FilmThreat,NinaInfinity,1
FilmThreat,JosiahRises,1
FilmThreat,CallMeChato,1
shadiversity,NinaInfinity,1
shadiversity,ClownfishTV,1
ryankinel-rkoutpost1,NinaInfinity,1
NinaInfinity,disparutoo,1
NinaInfinity,MelonieMacGoBoom,1
NinaInfinity,MidnightsEdge,1
NinaInfinity,CountDankula,1
NinaInfinity,NormalWorld,1
NinaInfinity,ClownfishTV,1
NinaInfinity,JosiahRises,1
NinaInfinity,CliftonADuncan,1
NinaInfinity,RedLetterMedia,1
NinaInfinity,CallMeChato,1
NinaInfinity,ChrissieMayr,1
NinaInfinity,TheCriticalDrinker,1
NinaInfinity,StevenCrowder,1
MelonieMacGoBoom,JosiahRises,1
MelonieMacGoBoom,CallMeChato,1
MelonieMacGoBoom,ChrissieMayr,1
MidnightsEdge,JosiahRises,1
CountDankula,JosiahRises,1
CountDankula,CallMeChato,1
CountDankula,ChrissieMayr,1
NormalWorld,ClownfishTV,1
NormalWorld,CliftonADuncan,1
NormalWorld,RedLetterMedia,1
NormalWorld,ChrissieMayr,1
ClownfishTV,JosiahRises,1
JosiahRises,CliftonADuncan,1
JosiahRises,RedLetterMedia,1
JosiahRises,CallMeChato,1
JosiahRises,ChrissieMayr,1
JosiahRises,TheCriticalDrinker,1
JosiahRises,StevenCrowder,1
CliftonADuncan,CallMeChato,1
CliftonADuncan,ChrissieMayr,1
CliftonADuncan,StevenCrowder,1
ItsAGundam,Nuxanor,1
ItsAGundam,Shoe0nHead,1
ItsAGundam,Mediaholic,1
ItsAGundam,IronMouseParty,1
ItsAGundam,TheRussianBadger,1
ItsAGundam,TheBabylonBee,1
Nuxanor,youngrippa59,1
Nuxanor,DDayCobra,1
Nuxanor,GeeksandGamers,1
Nuxanor,TheRageaholic,1
Nuxanor,Drunk3PO,1
Nuxanor,OMBReviews,1
Nuxanor,ComicArtistProSecrets,1
Nuxanor,CliftonADuncan,1
Nuxanor,RedLetterMedia,1
Nuxanor,TheBabylonBee,1
youngrippa59,Shoe0nHead,1
youngrippa59,IronMouseParty,1
youngrippa59,CliftonADuncan,1
DDayCobra,Shoe0nHead,1
DDayCobra,Mediaholic,1
DDayCobra,IronMouseParty,1
GeeksandGamers,Shoe0nHead,1
GeeksandGamers,Mediaholic,1
GeeksandGamers,IronMouseParty,1
Shoe0nHead,TheRageaholic,1
Shoe0nHead,Drunk3PO,1
Shoe0nHead,OMBReviews,1
Shoe0nHead,ComicArtistProSecrets,1
Shoe0nHead,CliftonADuncan,1
Shoe0nHead,RedLetterMedia,1
Shoe0nHead,TheBabylonBee,1
Mediaholic,TheRageaholic,1
Mediaholic,Drunk3PO,1
Mediaholic,OMBReviews,1
Mediaholic,ComicArtistProSecrets,1
Mediaholic,CliftonADuncan,1
Mediaholic,RedLetterMedia,1
Mediaholic,TheBabylonBee,1
TheRageaholic,IronMouseParty,1
YellowFlashProductions,CliftonADuncan,1
Drunk3PO,IronMouseParty,1
FilmThreat,TheBabylonBee,1
