Channel1,Channel2,Weight
DSPTriesItMemology101,SnortBurnell,1
DSPTriesItMemology101,ItsAGundam,1
DSPTriesItMemology101,goutgalore1787,1
DSPTriesItMemology101,JamestheLesserExpressLane,1
DSPTriesItMemology101,lightsydepaul1680,1
DSPTriesItMemology101,doodystreams,1
ShinkoFleur,Aqua_Teal,1
ShinkoFleur,Snortamania,1
ShinkoFleur,SnortBurnell,1
ShinkoFleur,ItsAGundam,1
ShinkoFleur,goutgalore1787,1
ShinkoFleur,JamestheLesserExpressLane,1
ShinkoFleur,lightsydepaul1680,1
ShinkoFleur,doodystreams,1
Aqua_Teal,Snortamania,1
Aqua_Teal,SnortBurnell,1
Aqua_Teal,ItsAGundam,1
Aqua_Teal,goutgalore1787,1
Aqua_Teal,JamestheLesserExpressLane,1
Aqua_Teal,lightsydepaul1680,1
Aqua_Teal,doodystreams,1
Snortamania,SnortBurnell,1
Snortamania,ItsAGundam,1
Snortamania,goutgalore1787,1
Snortamania,JamestheLesserExpressLane,1
Snortamania,lightsydepaul1680,1
Snortamania,doodystreams,1
SnortBurnell,ItsAGundam,1
SnortBurnell,goutgalore1787,1
SnortBurnell,JamestheLesserExpressLane,1
SnortBurnell,lightsydepaul1680,1
SnortBurnell,doodystreams,1
ItsAGundam,goutgalore1787,1
ItsAGundam,JamestheLesserExpressLane,1
ItsAGundam,lightsydepaul1680,1
ItsAGundam,doodystreams,1
goutgalore1787,JamestheLesserExpressLane,1
goutgalore1787,lightsydepaul1680,1
goutgalore1787,doodystreams,1
JamestheLesserExpressLane,lightsydepaul1680,1
JamestheLesserExpressLane,doodystreams,1
lightsydepaul1680,doodystreams,1
chaichxo/streams,qiandaiyiyu,1
chaichxo,IronMouseParty,1
chaichxo/streams,eagtab/videos,1
Urachan1629,chaichxo/streams,1
,abco414,1
hayate_fish,baovtuber,1
,Dacapo_ARP,1
,Linca_Tojou,1
,FYMaxine,1
,Neneko0814,1
,gawrgura,1
Neneko0814,gawrgura,1
,telewaifus,1
,baovtuber,1
,imuginaa,1
merrydawg,OsakanaNemu,1
saruei_,OsakanaNemu,1
baovtuber,OsakanaNemu,1
OsakanaNemu,generalGEEGA,1
OsakanaNemu,hannahvtuber,1
OsakanaNemu,viennavtuber,1
tontarotaro/featured,tontaro_,1
,Karon_vtuber,1
#NAME?,GYARI/featured,1
Pikamee,Sakura_clips/videos,1
Pikamee,amanopikamee,1
Pikamee,ChiyukiChai/featured,1
Pikamee,ksononair,1
Sakura_clips/videos,amanopikamee,1
Sakura_clips/videos,ChiyukiChai/featured,1
Sakura_clips/videos,ksononair,1
amanopikamee,ChiyukiChai/featured,1
amanopikamee,ksononair,1
ChiyukiChai/featured,ksononair,1
KoboKanaeru,ChiyukiChai/featured,1
Pikamee/featured,ChiyukiChai/featured,1
Pikamee/featured,KoboKanaeru/featured,1
ChiyukiChai/featured,KoboKanaeru/featured,1
ChiyukiChai/featured,kobokanaeru,1
ChiyukiChai/featured,KoboKanaeru/videos,1
kobokanaeru,KoboKanaeru/videos,1
,VOMS_Project,1
ChiyukiChai,VOMS_Project,1
,brave_bengal,1
brave_bengal,ChiyukiChai,1
,urumi00,1
AsmonTV/videos,xQcOW/videos,1
AsmonTV/videos,GirlfriendReviews/videos,1
xQcOW/videos,GirlfriendReviews/videos,1
,Sasouraaaa,1
,tontaro_,1
,tontarotaro,1
tontaro_,tontarotaro,1
,Floating_Megane,1
,iuntue,1
ComicsMATTER,,1
jondelarroz,nerdrotic,1
jdatalkscomics4650,nerdrotic,1
youngrippa59.,jondelarroz,1
youngrippa59.,jdatalkscomics4650,1
TheQuartering,jondelarroz,1
TheQuartering,jdatalkscomics4650,1
TheQuartering,PopcornedPlanet,1
jondelarroz,PopcornedPlanet,1
jdatalkscomics4650,PopcornedPlanet,1
cbr,jondelarroz,1
cbr,jdatalkscomics4650,1
jondelarroz,ActualFandom,1
ActualFandom,jdatalkscomics4650,1
scholagladiatoria,shadiversity,1
scholagladiatoria,jondelarroz,1
scholagladiatoria,jdatalkscomics4650,1
Wes_From_TC,,1
Wes_From_TC,jondelarroz,1
Wes_From_TC,jdatalkscomics4650,1
,jondelarroz,1
jondelarroz,Timcast,1
jdatalkscomics4650,Timcast,1
jdatalkscomics4650,,1
jondelarroz,GeeksandGamers,1
jdatalkscomics4650,GeeksandGamers,1
ArtisticPassion,tek-no8071,1
ArtisticPassion,nicoquota,1
tek-no8071,nicoquota,1
Staxlotl,CaitTheSingherYT,1
Staxlotl,CaitTheSingher,1
CaitTheSingherYT,CaitTheSingher,1
CaitTheSingherYT,ArtisticPassion,1
CaitTheSingher,ArtisticPassion,1
ArtisticPassion,squirrelboymedia,1
Lio_Convoy,humanitycards9291,1
Lio_Convoy,squirrelboymedia,1
Lio_Convoy,TommyTallNose,1
Lio_Convoy,TommyTallNose/videos,1
humanitycards9291,squirrelboymedia,1
humanitycards9291,TommyTallNose,1
humanitycards9291,TommyTallNose/videos,1
squirrelboymedia,TommyTallNose,1
squirrelboymedia,TommyTallNose/videos,1
TommyTallNose,TommyTallNose/videos,1
open-airlockpolicy811,GeeksandGamers,1
open-airlockpolicy811,ragingryno,1
open-airlockpolicy811,melvinzone,1
open-airlockpolicy811,ryankinel-rkoutpost4989,1
open-airlockpolicy811,Xwing5,1
open-airlockpolicy811,Drunk3PO,1
open-airlockpolicy811,ThatStarWarsGirl,1
GeeksandGamers,ragingryno,1
GeeksandGamers,melvinzone,1
GeeksandGamers,ryankinel-rkoutpost4989,1
GeeksandGamers,Xwing5,1
GeeksandGamers,ThatStarWarsGirl,1
ragingryno,melvinzone,1
ragingryno,ryankinel-rkoutpost4989,1
ragingryno,Xwing5,1
ragingryno,Drunk3PO,1
ragingryno,ThatStarWarsGirl,1
melvinzone,ryankinel-rkoutpost4989,1
melvinzone,Xwing5,1
melvinzone,Drunk3PO,1
melvinzone,ThatStarWarsGirl,1
ryankinel-rkoutpost4989,Xwing5,1
ryankinel-rkoutpost4989,ThatStarWarsGirl,1
Xwing5,Drunk3PO,1
Xwing5,ThatStarWarsGirl,1
Drunk3PO,ThatStarWarsGirl,1
TYRANTH_,XrayGirl_,1
TYRANTH_,TheCriglerShow,1
TYRANTH_,QTRBlackGarrett,1
TYRANTH_,nerdrotic,1
TYRANTH_,MarcTheCyborg,1
XrayGirl_,NathanRohner,1
XrayGirl_,QTRBlackGarrett,1
XrayGirl_,nerdrotic,1
XrayGirl_,MarcTheCyborg,1
TheCriglerShow,NathanRohner,1
NathanRohner,QTRBlackGarrett,1
NathanRohner,nerdrotic,1
NathanRohner,MarcTheCyborg,1
QTRBlackGarrett,MarcTheCyborg,1
nerdrotic,MarcTheCyborg,1
DeviantRahll,teamozOFFICIAL,1
TheQuartering,TYRANTH_,1
TheQuartering,NathanRohner,1
Timcast,TheQuartering.,1
KrutikovMusic,Memology101:e0,1
Memology101:e0,GraySmithMusic,1
Drunk3PO,Memology101:e0,1
Su_jikan,Memology101:e0,1
JLongbone's,Memology101:e0,1
balkangains,Memology101:e0,1
GohanOXG,Memology101:e0,1
GianniMatragrano,Memology101:e0,1
Lord_Vinheteiro,Memology101:e0,1
MishimaWorldOrder,Memology101:e0,1
GianniMatragrano's,Memology101:e0,1
HeelvsBabyface,Memology101:e0,1
kotjcosplay/video/6967038114439138566,Memology101:e0,1
HeelvsBabyface's,Memology101:e0,1
DontWalkRUN.,Memology101:e0,1
SpencerNewton,Memology101:e0,1
Memology101:e0,DOSEightyEight,1
Memology101:e0,FreeVideoBackgroundloops,1
DOSEightyEight,FreeVideoBackgroundloops,1
Xploshi,incompetech_kmac's,1
Xploshi,Memology101:e0,1
incompetech_kmac's,Memology101:e0,1
thetoiley,Memology101:e0,1
LongBeachGriffy,Memology101:e0,1
,puyrotilady,1
SwaggyAlt,Dan-RS,1
,talesfromthestreets,1
UCjph3SWqQ_35zgRm1Ph6uZQ,UCbhpeNrt10h7PodecSDxgkA,1
UCjph3SWqQ_35zgRm1Ph6uZQ,RGT85,1
DopeGameplays,NoCopyrightGameplay,1
DopeGameplays,NoCopyrightGameplays,1
NoCopyrightGameplay,NoCopyrightGameplays,1
Michaeltroy,msn.com,1
MichaelFitzTroyTv,fmail.com,1
samjroyale2334,michalefitztroy,1
MichaelFitzTroyTV,EliSchwab,1
MichaelFitzTroyTV,joeybellfurie,1
MichaelFitzTroyTV,samjroyale2334,1
MichaelFitzTroyTV,MichaelFitzTroy,1
EliSchwab,joeybellfurie,1
EliSchwab,samjroyale2334,1
EliSchwab,MichaelFitzTroy,1
joeybellfurie,samjroyale2334,1
joeybellfurie,MichaelFitzTroy,1
samjroyale2334,MichaelfitzTroyTv,1
samjroyale2334,CartoonistKayfabe,1
MichaelfitzTroyTv,CartoonistKayfabe,1
samjroyale2334,MichaelFirzTroy,1
samjroyale2334,gmial.com,1
gmial.com,MichaelFitzTroy,1
samjroyale2334,MichaelFitz￼Troy,1
samjroyale2334,mIchaelfitztroy,1
samjroyale2334,MicbaelFitzTroy,1
samjroyale2334,mIchaelFitzTroy,1
samjroyale2334,michaelFizTroy,1
samjroyale2334,gmail.,1
theflushingqueens3492,gmail.,1
gmail.,MichaelFitzTroy,1
$$,MichaelFitzTroy,1
theflushingqueens3492,MichaelFitzTroyTv,1
MichaelFitzTroy,fmail.com,1
samjroyale2334,MichaelFitztoryTv,1
samjroyale2334,MichaelFitzTroyTV,1
samjroyale2334,MichaelFitzTory,1
samjroyale2334,michael_fitz_troy?_t=8Yg2uCnj8OM&_r=1,1
MichaelFitzTory,michael_fitz_troy?_t=8Yg2uCnj8OM&_r=1,1
Astro,THEBURNETTWORK,1
Astro,FanZcene:,1
Astro,midnightsedge.me,1
Astro,Valliant,1
Astro,Robert,1
Astro,astroskullmedia,1
THEBURNETTWORK,FanZcene:,1
THEBURNETTWORK,Valliant,1
THEBURNETTWORK,Robert,1
FanZcene:,midnightsedge.me,1
FanZcene:,Valliant,1
FanZcene:,Robert,1
FanZcene:,astroskullmedia,1
midnightsedge.me,Robert,1
Valliant,Robert,1
Valliant,astroskullmedia,1
Robert,astroskullmedia,1
midnightsedge.me,UCaMDNEkrrofdIqLzhZXGcZw,1
midnightsedge.me,CCKaraoke,1
midnightsedge.me,DARTHNEWS,1
UCaMDNEkrrofdIqLzhZXGcZw,CCKaraoke,1
UCaMDNEkrrofdIqLzhZXGcZw,DARTHNEWS,1
UCaMDNEkrrofdIqLzhZXGcZw,ThatSeventiesRockFan,1
CCKaraoke,DARTHNEWS,1
DARTHNEWS,ThatSeventiesRockFan,1
PriceofReason/videos,CCKaraoke,1
PriceofReason/videos,ThatSeventiesRockFan,1
PriceofReason/videos,midnightsedge.me,1
ThatSeventiesRockFan,midnightsedge.me,1
midnightsedge.me,Call,1
midnightsedge.me,Culture,1
midnightsedge.me,Script,1
Midnights_Edge,Call,1
Midnights_Edge,Culture,1
Midnights_Edge,Script,1
Call,Culture,1
Call,Script,1
Culture,Script,1
midnightsedge.me,cckaraoke,1
midnightsedge.me,thatseventiesroc...,1
midnightsedge.me,scriptdoctor,1
midnightsedge.me,ninainfinity,1
cckaraoke,thatseventiesroc...,1
cckaraoke,scriptdoctor,1
cckaraoke,ninainfinity,1
thatseventiesroc...,scriptdoctor,1
thatseventiesroc...,ninainfinity,1
scriptdoctor,ninainfinity,1
midnightsedge.me,cerealgeekTV,1
astroskullmedia,cerealgeekTV,1
ThatSeventiesRockFan,UCwXOPyNfdUIhsM4NykfhPFw,1
WDW_Pro,UCwXOPyNfdUIhsM4NykfhPFw,1
WDW_Pro,ThatSeventiesRockFan,1
UCwXOPyNfdUIhsM4NykfhPFw,ThatSeventiesRockFan,1
CCKaraoke,WDW_Pro,1
MagitekMags,RealKeriSmith,1
MagitekMags,midnightsedge.me,1
MagitekMags,ForceOfLightEntertainment,1
RealKeriSmith,midnightsedge.me,1
RealKeriSmith,ForceOfLightEntertainment,1
midnightsedge.me,ForceOfLightEntertainment,1
CCKaraoke,UC8pmBOWvh6Okgmdi1bN_2rg,1
CCKaraoke,UCL0QSFSUfW8cHua_rDpltTg,1
UC8pmBOWvh6Okgmdi1bN_2rg,UCL0QSFSUfW8cHua_rDpltTg,1
UC8pmBOWvh6Okgmdi1bN_2rg,midnightsedge.me,1
Fringy,CinematicVenomOfficial,1
Metalsforge,disparutoo,1
disparutoo,TheLittlePlatoon,1
disparutoo,CapitalOOpinions,1
Metalsforge,LolcowLive,1
Metalsforge,EFAPHighlights,1
Metalsforge,deorio,1
Metalsforge,Mike-Clum,1
LolcowLive,esemicolonr,1
LolcowLive,EFAPHighlights,1
LolcowLive,deorio,1
LolcowLive,HeelvsBabyface,1
LolcowLive,Mike-Clum,1
LolcowLive,Fringy,1
esemicolonr,EFAPHighlights,1
esemicolonr,deorio,1
esemicolonr,HeelvsBabyface,1
esemicolonr,Mike-Clum,1
EFAPHighlights,deorio,1
EFAPHighlights,HeelvsBabyface,1
EFAPHighlights,Mike-Clum,1
EFAPHighlights,Fringy,1
deorio,HeelvsBabyface,1
deorio,Mike-Clum,1
deorio,Fringy,1
HeelvsBabyface,Mike-Clum,1
Mike-Clum,Fringy,1
disparutoo,Nutsa,1
disparutoo,TheMemeRepository,1
disparutoo,EFAPHighlights/,1
Nutsa,TheMemeRepository,1
Nutsa,EFAPHighlights/,1
Nutsa,Fringy,1
Nutsa,JLongbone,1
TheMemeRepository,EFAPHighlights/,1
TheMemeRepository,Fringy,1
TheMemeRepository,JLongbone,1
EFAPHighlights/,Fringy,1
EFAPHighlights/,JLongbone,1
StarWarsTheory,diamondfigs,1
StarWarsTheory,starwarssith66,1
diamondfigs,starwarssith66,1
randomft,jedibrooks7235,1
randomft,Theottree,1
randomft,ShortFatOtaku,1
jcjgraham,jedibrooks7235,1
jcjgraham,Theottree,1
jcjgraham,ShortFatOtaku,1
jedibrooks7235,Theottree,1
jedibrooks7235,ShortFatOtaku,1
Theottree,Fringy,1
Theottree,ShortFatOtaku,1
SolarSands,Fringy,1
SolarSands,randomft,1
randomft,TheLittlePlatoon,1
randomft,CapitalOOpinions,1
randomft,ShadyDoorags,1
jcjgraham,CapitalOOpinions,1
jcjgraham,ShadyDoorags,1
TheLittlePlatoon,ShadyDoorags,1
CapitalOOpinions,ShadyDoorags,1
Fringy,ShadyDoorags,1
Metalsforge,PSAsitch,1
Metalsforge,shortfatotaku,1
PSAsitch,shortfatotaku,1
PSAsitch,Fringy,1
shortfatotaku,Fringy,1
YMS,Fringy,1
ChudLogic,SitchAndAdamShow,1
ChudLogic,jcjgraham,1
ChudLogic,UCVt7ujK-9TT9KByzL9g_2QQ,1
ChudLogic,Fringy,1
ChudLogic,UCyGEPFftZEOU1v6RtU73ylA,1
SitchAndAdamShow,jcjgraham,1
SitchAndAdamShow,UCVt7ujK-9TT9KByzL9g_2QQ,1
SitchAndAdamShow,Fringy,1
SitchAndAdamShow,UCyGEPFftZEOU1v6RtU73ylA,1
jcjgraham,UCVt7ujK-9TT9KByzL9g_2QQ,1
jcjgraham,UCyGEPFftZEOU1v6RtU73ylA,1
UCVt7ujK-9TT9KByzL9g_2QQ,Fringy,1
UCVt7ujK-9TT9KByzL9g_2QQ,UCyGEPFftZEOU1v6RtU73ylA,1
Fringy,UCyGEPFftZEOU1v6RtU73ylA,1
UCIa3ERJqgiVQWqdzBns2_LQ,destiny,1
destiny,SomeOrdinaryGamers,1
disparutooJedi,nerdrotic,1
disparutooJedi,jedibrooks7235,1
disparutooJedi,Fringy,1
disparutooJedi,JLongbone,1
jedibrooks7235,JLongbone,1
Metalsforge,nerdrotic,1
jcjgraham,nerdrotic,1
Metalsforge,Colin_Sanders,1
Fringy,Colin_Sanders,1
Colin_Sanders,TheMemeRepository,1
UCYcOHH6u-8w2yB1mKbXP1Uw,Fringy,1
UCYcOHH6u-8w2yB1mKbXP1Uw,UCSJPFQdZwrOutnmSFYtbstA,1
Fringy,UCSJPFQdZwrOutnmSFYtbstA,1
Fringy,Nutsa,1
Fringy,CynicalReviews,1
DasBoSchitt,Nutsa,1
DasBoSchitt,CynicalReviews,1
Nutsa,CynicalReviews,1
CapitalOOpinions,TheMovieCynic,1
Fringy,TheMovieCynic,1
Fringy,jcjgraham-,1
Fringy,Glidus,1
jcjgraham-,Glidus,1
WeekendWarrior1,disparutoo,1
WeekendWarrior1,Fringy,1
WeekendWarrior1,ShortFatOtaku,1
WeekendWarrior1,JLongbone,1
disparutoo,ShortFatOtaku,1
ShortFatOtaku,JLongbone,1
jcjgraham,HeelvsBabyface,1
jcjgraham,MarcTheCyborg,1
UCSMIqrbeFcKW2iEVpaFcZ9Q,Fringy,1
Metalsforge/featured,CapitalOOpinions,1
Metalsforge/featured,Fringy,1
Metalsforge/featured,TheMemeRepository,1
CapitalOOpinions,TheMemeRepository,1
THEBURNETTWORK,Fringy,1
Metalsforge,Indigo_Gaming,1
Metalsforge,ShortFatOtaku,1
Fringy,Indigo_Gaming,1
Indigo_Gaming,MarcTheCyborg,1
Indigo_Gaming,ShortFatOtaku,1
MarcTheCyborg,ShortFatOtaku,1
CapitalOOpinions,JayExci,1
Metalsforge,JayExci,1
Fringy,JayExci,1
TheActMan,Fringy,1
TheActMan,jcjgraham/streams,1
Fringy,jcjgraham/streams,1
Metalsforge,DasBoSchitt,1
esemicolonr,CapitalOOpinions,1
esemicolonr,DasBoSchitt,1
CapitalOOpinions,esemicolonr,1
Fringy,esemicolonr,1
DasBoSchitt,esemicolonr,1
itspixia,LaukinawaYT,1
itspixia,NSProduction99,1
itspixia,Lu_K,1
LaukinawaYT,NSProduction99,1
LaukinawaYT,Lu_K,1
NSProduction99,Lu_K,1
LadyGravemaster,XrayGirl_,1
ChrissieMayr,EchoChamberlain,1
DDayCobra,EchoChamberlain,1
GeeksandGamers,EchoChamberlain,1
NerdroticLive,EchoChamberlain,1
rkoutpostshorts8795,EchoChamberlain,1
hvbgaming,EchoChamberlain,1
ComixDivision,EchoChamberlain,1
HeelvsBabyface,EchoChamberlain,1
geeksandgamers2,EchoChamberlain,1
rkoutpostgaming8112,EchoChamberlain,1
GeeksandGamersTabletop,EchoChamberlain,1
TheOMBReport,EchoChamberlain,1
OMBReviews,EchoChamberlain,1
shadiversity,EchoChamberlain,1
EchoChamberlain,SHAD_AI,1
EchoChamberlain,ryankinel-rkoutpost1,1
EchoChamberlain,disparutoo,1
EchoChamberlain,QTRBlackGarrett,1
EchoChamberlain,ParkHoppin,1
EchoChamberlain,rkoutpostlive8385,1
EchoChamberlain,XrayGirl_,1
EchoChamberlain,NormalWorld,1
EchoChamberlain,PierryChan,1
EchoChamberlain,Nerdrotic:3,1
EchoChamberlain,geeksandgamerslife,1
EchoChamberlain,hawttoys,1
EchoChamberlain,theshadlands1142,1
EchoChamberlain,geeksandgamersplay,1
EchoChamberlain,pourchoices_,1
EchoChamberlain,NerdroticDaily,1
THEBURNETTWORK,nerdrotic,1
THEBURNETTWORK,disparutoo,1
THEBURNETTWORK,TheCriticalDrinker,1
THEBURNETTWORK,Nerdrotic:3,1
THEBURNETTWORK,GeorgeTheGiantSlayer,1
TheCriticalDrinker,Nerdrotic:3,1
Nerdrotic:3,GeorgeTheGiantSlayer,1
geeksandgamersclips,MauLerYT,1
ChrissieMayr,SideScrollersPodcast,1
DDayCobra,SideScrollersPodcast,1
nerdrotic,SideScrollersPodcast,1
NerdroticLive,SideScrollersPodcast,1
GeeksandGamers,SideScrollersPodcast,1
rkoutpostshorts8795,SideScrollersPodcast,1
hvbgaming,SideScrollersPodcast,1
ComixDivision,SideScrollersPodcast,1
HeelvsBabyface,SideScrollersPodcast,1
geeksandgamers2,SideScrollersPodcast,1
rkoutpostgaming8112,SideScrollersPodcast,1
GeeksandGamersTabletop,SideScrollersPodcast,1
TheOMBReport,SideScrollersPodcast,1
OMBReviews,SideScrollersPodcast,1
shadiversity,SideScrollersPodcast,1
ryankinel-rkoutpost1,SideScrollersPodcast,1
SideScrollersPodcast,QTRBlackGarrett,1
SideScrollersPodcast,ParkHoppin,1
SideScrollersPodcast,rkoutpostlive8385,1
SideScrollersPodcast,XrayGirl_,1
SideScrollersPodcast,NormalWorld,1
SideScrollersPodcast,PierryChan,1
SideScrollersPodcast,Nerdrotic:3,1
SideScrollersPodcast,geeksandgamerslife,1
SideScrollersPodcast,hawttoys,1
SideScrollersPodcast,geeksandgamersplay,1
SideScrollersPodcast,pourchoices_,1
SideScrollersPodcast,NerdroticDaily,1
twistedtwinsstudios,HeelvsBabyface,1
twistedtwinsstudios,nerdrotic,1
twistedtwinsstudios,MauLerYT,1
twistedtwinsstudios,XrayGirl_,1
twistedtwinsstudios,pourchoices_,1
geeksandgamersclips,MelonieMacGoBoom,1
ChrissieMayr,,1
DDayCobra,,1
NerdroticLive,,1
GeeksandGamers,,1
rkoutpostshorts8795,,1
hvbgaming,NolanverseCC,1
hvbgaming,,1
ComixDivision,NolanverseCC,1
ComixDivision,,1
HeelvsBabyface,,1
geeksandgamers2,NolanverseCC,1
geeksandgamers2,,1
rkoutpostgaming8112,NolanverseCC,1
rkoutpostgaming8112,,1
GeeksandGamersTabletop,NolanverseCC,1
GeeksandGamersTabletop,,1
TheOMBReport,NolanverseCC,1
TheOMBReport,,1
OMBReviews,NolanverseCC,1
OMBReviews,,1
shadiversity,NolanverseCC,1
shadiversity,,1
ryankinel-rkoutpost1,NolanverseCC,1
ryankinel-rkoutpost1,,1
QTRBlackGarrett,NolanverseCC,1
QTRBlackGarrett,,1
ParkHoppin,NolanverseCC,1
ParkHoppin,,1
rkoutpostlive8385,NolanverseCC,1
rkoutpostlive8385,,1
XrayGirl_,NolanverseCC,1
XrayGirl_,,1
NormalWorld,NolanverseCC,1
NormalWorld,,1
PierryChan,NolanverseCC,1
PierryChan,,1
Nerdrotic:3,NolanverseCC,1
Nerdrotic:3,,1
geeksandgamerslife,NolanverseCC,1
geeksandgamerslife,,1
NolanverseCC,,1
,geeksandgamersplay,1
,NerdroticDaily,1
geeksandgamersplay,hvbgaming,1
geeksandgamersplay,ComixDivision,1
geeksandgamersplay,HeelvsBabyface,1
geeksandgamersplay,geeksandgamers2,1
geeksandgamersplay,rkoutpostgaming8112,1
geeksandgamersplay,GeeksandGamersTabletop,1
geeksandgamersplay,TheOMBReport,1
geeksandgamersplay,OMBReviews,1
geeksandgamersplay,shadiversity,1
geeksandgamersplay,ryankinel-rkoutpost1,1
geeksandgamersplay,QTRBlackGarrett,1
geeksandgamersplay,ParkHoppin,1
geeksandgamersplay,rkoutpostlive8385,1
geeksandgamersplay,XrayGirl_,1
geeksandgamersplay,PierryChan,1
geeksandgamersplay,Nerdrotic:3,1
geeksandgamersplay,geeksandgamerslife,1
geeksandgamersplay,hawttoys,1
geeksandgamersplay,NormalWorld,1
PierryChan,NormalWorld,1
Nerdrotic:3,NormalWorld,1
geeksandgamerslife,NormalWorld,1
hawttoys,NormalWorld,1
ChrissieMayr,SargonofAkkad,1
DDayCobra,SargonofAkkad,1
nerdrotic,SargonofAkkad,1
NerdroticLive,SargonofAkkad,1
GeeksandGamers,SargonofAkkad,1
rkoutpostshorts8795,SargonofAkkad,1
hvbgaming,SargonofAkkad,1
ComixDivision,SargonofAkkad,1
HeelvsBabyface,SargonofAkkad,1
geeksandgamers2,SargonofAkkad,1
rkoutpostgaming8112,SargonofAkkad,1
GeeksandGamersTabletop,SargonofAkkad,1
TheOMBReport,SargonofAkkad,1
OMBReviews,SargonofAkkad,1
shadiversity,SargonofAkkad,1
ryankinel-rkoutpost1,SargonofAkkad,1
QTRBlackGarrett,SargonofAkkad,1
ParkHoppin,SargonofAkkad,1
rkoutpostlive8385,SargonofAkkad,1
XrayGirl_,SargonofAkkad,1
NormalWorld,SargonofAkkad,1
PierryChan,SargonofAkkad,1
Nerdrotic:3,SargonofAkkad,1
geeksandgamerslife,SargonofAkkad,1
hawttoys,SargonofAkkad,1
SargonofAkkad,geeksandgamersplay,1
SargonofAkkad,pourchoices_,1
SargonofAkkad,NerdroticDaily,1
pourchoices_,nerdrotic,1
pourchoices_,,1
pourchoices_,HeelvsBabyface,1
pourchoices_,MauLerYT,1
,ItsAGundam,1
ChrissieMayr,comicbookgirl19,1
DDayCobra,comicbookgirl19,1
nerdrotic,comicbookgirl19,1
NerdroticLive,comicbookgirl19,1
GeeksandGamers,comicbookgirl19,1
rkoutpostshorts8795,comicbookgirl19,1
hvbgaming,comicbookgirl19,1
comicbookgirl19,ComixDivision,1
comicbookgirl19,HeelvsBabyface,1
comicbookgirl19,geeksandgamers2,1
comicbookgirl19,rkoutpostgaming8112,1
comicbookgirl19,GeeksandGamersTabletop,1
comicbookgirl19,TheOMBReport,1
comicbookgirl19,OMBReviews,1
comicbookgirl19,shadiversity,1
comicbookgirl19,ryankinel-rkoutpost1,1
comicbookgirl19,QTRBlackGarrett,1
comicbookgirl19,ParkHoppin,1
comicbookgirl19,rkoutpostlive8385,1
comicbookgirl19,NormalWorld,1
comicbookgirl19,PierryChan,1
comicbookgirl19,Nerdrotic:3,1
comicbookgirl19,geeksandgamerslife,1
comicbookgirl19,hawttoys,1
comicbookgirl19,geeksandgamersplay,1
comicbookgirl19,pourchoices_,1
comicbookgirl19,NerdroticDaily,1
geeksandgamers2,CallMeChato,1
ChrissieMayr,TheBabylonBee,1
rkoutpostshorts8795,TheBabylonBee,1
hvbgaming,TheBabylonBee,1
ComixDivision,TheBabylonBee,1
geeksandgamers2,TheBabylonBee,1
rkoutpostgaming8112,TheBabylonBee,1
GeeksandGamersTabletop,TheBabylonBee,1
TheOMBReport,TheBabylonBee,1
shadiversity,TheBabylonBee,1
QTRBlackGarrett,TheBabylonBee,1
ParkHoppin,TheBabylonBee,1
rkoutpostlive8385,TheBabylonBee,1
XrayGirl_,TheBabylonBee,1
NormalWorld,TheBabylonBee,1
PierryChan,TheBabylonBee,1
Nerdrotic:3,TheBabylonBee,1
geeksandgamerslife,TheBabylonBee,1
hawttoys,TheBabylonBee,1
TheBabylonBee,geeksandgamersplay,1
TheBabylonBee,pourchoices_,1
hvbgaming,DrewHernandezMedia,1
geeksandgamers2,DrewHernandezMedia,1
ChrissieMayr,geeksandgamersclips,1
ChrissieMayr,dda,1
ChrissieMayr,TheCriglerShow,1
geeksandgamersclips,TheLittlePlatoon,1
geeksandgamersclips,geeksandgamers2,1
geeksandgamersclips,dda,1
geeksandgamersclips,TheCriglerShow,1
DDayCobra,dda,1
DDayCobra,TheCriglerShow,1
nerdrotic,dda,1
GeeksandGamers,dda,1
GeeksandGamers,TheCriglerShow,1
NerdroticLive,dda,1
NerdroticLive,TheCriglerShow,1
rkoutpostshorts8795,dda,1
rkoutpostshorts8795,TheCriglerShow,1
TheLittlePlatoon,dda,1
TheLittlePlatoon,TheCriglerShow,1
hvbgaming,dda,1
hvbgaming,TheCriglerShow,1
ComixDivision,dda,1
ComixDivision,TheCriglerShow,1
HeelvsBabyface,dda,1
HeelvsBabyface,TheCriglerShow,1
geeksandgamers2,dda,1
geeksandgamers2,TheCriglerShow,1
rkoutpostgaming8112,dda,1
rkoutpostgaming8112,TheCriglerShow,1
GeeksandGamersTabletop,dda,1
GeeksandGamersTabletop,TheCriglerShow,1
TheOMBReport,dda,1
TheOMBReport,TheCriglerShow,1
OMBReviews,dda,1
OMBReviews,TheCriglerShow,1
shadiversity,dda,1
shadiversity,TheCriglerShow,1
ryankinel-rkoutpost1,dda,1
ryankinel-rkoutpost1,TheCriglerShow,1
disparutoo,dda,1
disparutoo,TheCriglerShow,1
QTRBlackGarrett,dda,1
ParkHoppin,dda,1
ParkHoppin,TheCriglerShow,1
rkoutpostlive8385,dda,1
rkoutpostlive8385,TheCriglerShow,1
XrayGirl_,dda,1
dda,TheCriglerShow,1
dda,NormalWorld,1
dda,PierryChan,1
dda,Nerdrotic:3,1
dda,geeksandgamerslife,1
